TRANSACTIONID,CUSTOMERID,TRANSACTIONAMOUNT,ISSTANDARDORDER,ISURGENT,PRODUCTCATEGORY,WAREHOUSE_COST_BASE,URGENT_SURCHARGE,TOTAL_WAREHOUSE_COST
TXN-2023-003304,CUST-118,603.00,true,true,Grocery,12.06,6.03,18.09
TXN-2023-003305,CUST-118,337.59,true,false,Fresh,6.75,0.00,6.75
TXN-2023-003306,CUST-118,291.55,true,false,Grocery,5.83,0.00,5.83
TXN-2023-003307,CUST-118,148.11,true,false,Frozen,2.96,0.00,2.96
TXN-2023-003308,CUST-118,113.53,true,true,Grocery,2.27,1.14,3.41
TXN-2023-003309,CUST-118,297.73,true,false,Milk,5.95,0.00,5.95
TXN-2023-003310,CUST-118,466.79,true,false,Milk,9.34,0.00,9.34
TXN-2023-003311,CUST-118,76.22,true,false,Fresh,1.52,0.00,1.52
TXN-2023-003312,CUST-118,328.82,true,false,Fresh,6.58,0.00,6.58
TXN-2023-003313,CUST-118,202.26,false,false,Fresh,4.05,0.00,4.05
TXN-2023-003314,CUST-118,611.60,true,false,Grocery,12.23,0.00,12.23
TXN-2023-003315,CUST-118,288.89,false,false,Fresh,5.78,0.00,5.78
TXN-2023-003316,CUST-118,261.64,true,false,Fresh,5.23,0.00,5.23
TXN-2023-003317,CUST-118,199.07,true,true,Grocery,3.98,1.99,5.97
TXN-2023-003318,CUST-118,213.78,true,false,Fresh,4.28,0.00,4.28
TXN-2023-003319,CUST-118,414.37,true,false,Grocery,8.29,0.00,8.29
TXN-2023-003320,CUST-118,356.16,false,false,Grocery,7.12,0.00,7.12
TXN-2023-003321,CUST-118,426.40,false,true,Delicatessen,8.53,4.26,12.79
TXN-2023-003322,CUST-118,371.14,true,true,Fresh,7.42,3.71,11.13
TXN-2023-003323,CUST-118,458.98,true,false,Fresh,9.18,0.00,9.18
TXN-2023-003324,CUST-118,205.39,true,false,Grocery,4.11,0.00,4.11
TXN-2023-003325,CUST-118,275.92,true,false,Fresh,5.52,0.00,5.52
TXN-2023-003326,CUST-118,436.18,false,false,Fresh,8.72,0.00,8.72
TXN-2023-003327,CUST-118,316.24,false,false,Grocery,6.32,0.00,6.32
TXN-2023-003328,CUST-118,521.51,true,false,Grocery,10.43,0.00,10.43
TXN-2023-003329,CUST-118,347.09,false,false,Fresh,6.94,0.00,6.94
TXN-2023-003330,CUST-118,672.07,true,false,Fresh,13.44,0.00,13.44
TXN-2023-003331,CUST-118,442.61,false,false,Grocery,8.85,0.00,8.85
TXN-2023-003332,CUST-118,378.43,false,false,Grocery,7.57,0.00,7.57
TXN-2023-003333,CUST-118,236.60,true,false,Fresh,4.73,0.00,4.73
TXN-2023-003334,CUST-118,344.81,false,false,Fresh,6.90,0.00,6.90
TXN-2023-003335,CUST-118,180.60,false,false,Frozen,3.61,0.00,3.61
TXN-2023-003336,CUST-118,303.89,true,false,Fresh,6.08,0.00,6.08
TXN-2023-003337,CUST-118,323.51,true,false,Frozen,6.47,0.00,6.47
TXN-2023-003338,CUST-118,211.72,true,true,Fresh,4.23,2.12,6.35
TXN-2023-003339,CUST-118,951.14,true,false,Frozen,19.02,0.00,19.02
TXN-2023-003340,CUST-119,620.23,false,false,Grocery,12.40,0.00,12.40
TXN-2023-003341,CUST-119,569.29,false,false,Frozen,11.39,0.00,11.39
TXN-2023-003342,CUST-119,1109.67,true,true,Frozen,22.19,11.10,33.29
TXN-2023-003343,CUST-119,1887.36,true,false,Frozen,37.75,0.00,37.75
TXN-2023-003344,CUST-119,592.83,false,false,Fresh,11.86,0.00,11.86
TXN-2023-003345,CUST-119,302.03,true,false,Milk,6.04,0.00,6.04
TXN-2023-003346,CUST-119,264.64,false,true,Fresh,5.29,2.65,7.94
TXN-2023-003347,CUST-119,353.67,false,false,Milk,7.07,0.00,7.07
TXN-2023-003348,CUST-119,894.74,false,false,Grocery,17.89,0.00,17.89
TXN-2023-003349,CUST-119,1872.47,true,true,Fresh,37.45,18.72,56.17
TXN-2023-003350,CUST-119,702.68,false,false,Fresh,14.05,0.00,14.05
TXN-2023-003351,CUST-119,984.42,false,true,Fresh,19.69,9.84,29.53
TXN-2023-003352,CUST-119,662.92,false,false,Fresh,13.26,0.00,13.26
TXN-2023-003353,CUST-119,1574.34,false,false,Fresh,31.49,0.00,31.49
TXN-2023-003354,CUST-119,1355.78,false,false,Fresh,27.12,0.00,27.12
TXN-2023-003355,CUST-119,1076.61,false,false,Fresh,21.53,0.00,21.53
TXN-2023-003356,CUST-119,580.91,true,false,Grocery,11.62,0.00,11.62
TXN-2023-003357,CUST-119,2482.56,true,false,Fresh,62.06,0.00,62.06
TXN-2023-003358,CUST-119,1958.10,true,false,Fresh,39.16,0.00,39.16
TXN-2023-003359,CUST-119,659.17,true,false,Delicatessen,13.18,0.00,13.18
TXN-2023-003360,CUST-119,228.35,false,false,Fresh,4.57,0.00,4.57
TXN-2023-003361,CUST-119,734.39,false,false,Fresh,14.69,0.00,14.69
TXN-2023-003362,CUST-119,819.65,true,false,Fresh,16.39,0.00,16.39
TXN-2023-003363,CUST-119,536.32,true,true,Fresh,10.73,5.36,16.09
TXN-2023-003364,CUST-119,398.66,false,false,Fresh,7.97,0.00,7.97
TXN-2023-003365,CUST-119,844.96,false,false,Fresh,16.90,0.00,16.90
TXN-2023-003366,CUST-119,641.26,true,false,Fresh,12.83,0.00,12.83
TXN-2023-003367,CUST-119,408.47,true,false,Grocery,8.17,0.00,8.17
TXN-2023-003368,CUST-119,872.90,true,false,Fresh,17.46,0.00,17.46
TXN-2023-003369,CUST-119,929.50,false,false,Fresh,18.59,0.00,18.59
TXN-2023-003370,CUST-119,852.01,true,false,Fresh,17.04,0.00,17.04
TXN-2023-003371,CUST-119,567.90,true,true,Fresh,11.36,5.68,17.04
TXN-2023-003372,CUST-119,378.20,true,true,Fresh,7.56,3.78,11.35
TXN-2023-003373,CUST-119,384.47,false,false,Fresh,7.69,0.00,7.69
TXN-2023-003374,CUST-119,954.52,true,false,Grocery,19.09,0.00,19.09
TXN-2023-003375,CUST-119,933.01,true,false,Frozen,18.66,0.00,18.66
TXN-2023-003376,CUST-120,411.24,true,false,Milk,8.22,0.00,8.22
TXN-2023-003377,CUST-120,262.08,true,false,Milk,5.24,0.00,5.24
TXN-2023-003378,CUST-120,399.32,false,false,Grocery,7.99,0.00,7.99
TXN-2023-003379,CUST-120,124.46,false,false,Frozen,2.49,0.00,2.49
TXN-2023-003380,CUST-120,513.85,true,false,DetergentsPaper,10.28,0.00,10.28
TXN-2023-003381,CUST-120,448.58,false,false,Fresh,8.97,0.00,8.97
TXN-2023-003382,CUST-120,310.19,true,false,Milk,6.20,0.00,6.20
TXN-2023-003383,CUST-120,666.29,true,false,Frozen,13.33,0.00,13.33
TXN-2023-003384,CUST-120,616.40,true,false,Milk,12.33,0.00,12.33
TXN-2023-003385,CUST-120,241.83,true,false,Fresh,4.84,0.00,4.84
TXN-2023-003386,CUST-120,562.97,false,false,Grocery,11.26,0.00,11.26
TXN-2023-003387,CUST-120,621.80,false,false,Fresh,12.44,0.00,12.44
TXN-2023-003388,CUST-120,176.99,true,false,Grocery,3.54,0.00,3.54
TXN-2023-003389,CUST-120,258.13,false,false,Fresh,5.16,0.00,5.16
TXN-2023-003390,CUST-120,522.53,true,false,Fresh,10.45,0.00,10.45
TXN-2023-003391,CUST-120,383.54,false,false,Delicatessen,7.67,0.00,7.67
TXN-2023-003392,CUST-120,402.70,true,false,Fresh,8.05,0.00,8.05
TXN-2023-003393,CUST-120,144.96,true,false,Frozen,2.90,0.00,2.90
TXN-2023-003394,CUST-120,391.15,true,false,Fresh,7.82,0.00,7.82
TXN-2023-003395,CUST-120,491.24,true,false,Delicatessen,9.82,0.00,9.82
TXN-2023-003396,CUST-120,825.62,true,true,Milk,16.51,8.26,24.77
TXN-2023-003397,CUST-120,438.04,true,true,Fresh,8.76,4.38,13.14
TXN-2023-003398,CUST-120,376.24,true,false,Milk,7.52,0.00,7.52
TXN-2023-003399,CUST-120,129.59,true,false,Fresh,2.59,0.00,2.59
TXN-2023-003400,CUST-120,359.76,true,false,Frozen,7.20,0.00,7.20
TXN-2023-003401,CUST-120,704.62,true,true,Fresh,14.09,7.05,21.14
TXN-2023-003402,CUST-120,432.46,false,false,Frozen,8.65,0.00,8.65
TXN-2023-003403,CUST-120,536.19,true,false,Milk,10.72,0.00,10.72
TXN-2023-003404,CUST-120,879.33,true,false,Fresh,17.59,0.00,17.59
TXN-2023-003405,CUST-120,324.09,false,false,Fresh,6.48,0.00,6.48
TXN-2023-003406,CUST-120,701.07,false,false,Fresh,14.02,0.00,14.02
TXN-2023-003407,CUST-120,284.63,true,false,Frozen,5.69,0.00,5.69
TXN-2023-003408,CUST-120,495.40,false,false,Delicatessen,9.91,0.00,9.91
TXN-2023-003409,CUST-120,574.46,true,false,Delicatessen,11.49,0.00,11.49
TXN-2023-003410,CUST-120,403.17,true,true,Fresh,8.06,4.03,12.10
TXN-2023-003411,CUST-120,620.46,true,true,Fresh,12.41,6.20,18.61
TXN-2023-003412,CUST-120,548.64,true,false,Delicatessen,10.97,0.00,10.97
TXN-2023-003413,CUST-120,299.34,true,true,Fresh,5.99,2.99,8.98
TXN-2023-003414,CUST-120,662.64,true,false,Fresh,13.25,0.00,13.25
TXN-2023-003415,CUST-121,510.75,true,false,Fresh,10.22,0.00,10.22
TXN-2023-003416,CUST-121,286.61,false,false,Fresh,5.73,0.00,5.73
TXN-2023-003417,CUST-121,549.95,false,false,Fresh,11.00,0.00,11.00
TXN-2023-003418,CUST-121,654.65,true,false,Fresh,13.09,0.00,13.09
TXN-2023-003419,CUST-121,446.24,false,false,Grocery,8.92,0.00,8.92
TXN-2023-003420,CUST-121,189.44,false,false,Grocery,3.79,0.00,3.79
TXN-2023-003421,CUST-121,307.42,true,false,Fresh,6.15,0.00,6.15
TXN-2023-003422,CUST-121,383.50,false,false,Fresh,7.67,0.00,7.67
TXN-2023-003423,CUST-121,620.20,true,false,Delicatessen,12.40,0.00,12.40
TXN-2023-003424,CUST-121,452.50,true,false,Fresh,9.05,0.00,9.05
TXN-2023-003425,CUST-121,673.20,false,false,Fresh,13.46,0.00,13.46
TXN-2023-003426,CUST-121,720.34,false,false,Fresh,14.41,0.00,14.41
TXN-2023-003427,CUST-121,375.86,false,false,Fresh,7.52,0.00,7.52
TXN-2023-003428,CUST-121,466.19,true,false,Fresh,9.32,0.00,9.32
TXN-2023-003429,CUST-121,1002.85,true,false,Grocery,20.06,0.00,20.06
TXN-2023-003430,CUST-121,294.35,true,false,Fresh,5.89,0.00,5.89
TXN-2023-003431,CUST-121,501.48,true,false,Fresh,10.03,0.00,10.03
TXN-2023-003432,CUST-121,666.56,true,false,Fresh,13.33,0.00,13.33
TXN-2023-003433,CUST-121,699.91,true,true,Fresh,14.00,7.00,21.00
TXN-2023-003434,CUST-121,563.05,true,false,Fresh,11.26,0.00,11.26
TXN-2023-003435,CUST-121,542.88,false,false,Fresh,10.86,0.00,10.86
TXN-2023-003436,CUST-121,662.59,true,true,Milk,13.25,6.63,19.88
TXN-2023-003437,CUST-121,544.31,true,false,Fresh,10.89,0.00,10.89
TXN-2023-003438,CUST-121,506.61,true,false,Fresh,10.13,0.00,10.13
TXN-2023-003439,CUST-121,232.22,false,false,Fresh,4.64,0.00,4.64
TXN-2023-003440,CUST-121,586.43,true,false,Fresh,11.73,0.00,11.73
TXN-2023-003441,CUST-121,884.82,true,false,Fresh,17.70,0.00,17.70
TXN-2023-003442,CUST-121,565.87,true,true,Fresh,11.32,5.66,16.98
TXN-2023-003443,CUST-121,503.21,false,false,Fresh,10.06,0.00,10.06
TXN-2023-003444,CUST-121,423.68,false,true,Fresh,8.47,4.24,12.71
TXN-2023-003445,CUST-121,406.81,true,false,Fresh,8.14,0.00,8.14
TXN-2023-003446,CUST-121,604.02,false,false,Fresh,12.08,0.00,12.08
TXN-2023-003447,CUST-121,338.37,false,false,Fresh,6.77,0.00,6.77
TXN-2023-003448,CUST-121,910.70,true,false,Milk,18.21,0.00,18.21
TXN-2023-003449,CUST-121,684.49,false,false,Grocery,13.69,0.00,13.69
TXN-2023-003450,CUST-121,814.14,true,false,Grocery,16.28,0.00,16.28
TXN-2023-003451,CUST-121,632.79,true,false,Fresh,12.66,0.00,12.66
TXN-2023-003452,CUST-121,1881.92,true,false,Fresh,37.64,0.00,37.64
TXN-2023-003453,CUST-121,399.50,true,false,Grocery,7.99,0.00,7.99
TXN-2023-003454,CUST-121,702.51,true,false,Grocery,14.05,0.00,14.05
TXN-2023-003455,CUST-121,1213.96,true,false,Fresh,24.28,0.00,24.28
TXN-2023-003456,CUST-121,324.71,false,false,Fresh,6.49,0.00,6.49
TXN-2023-003457,CUST-121,767.40,true,false,Fresh,15.35,0.00,15.35
TXN-2023-003458,CUST-122,243.04,true,false,Milk,4.86,0.00,4.86
TXN-2023-003459,CUST-122,139.60,false,false,Grocery,2.79,0.00,2.79
TXN-2023-003460,CUST-122,444.00,false,true,Milk,8.88,4.44,13.32
TXN-2023-003461,CUST-122,223.05,true,false,Frozen,4.46,0.00,4.46
TXN-2023-003462,CUST-122,340.44,true,false,Frozen,6.81,0.00,6.81
TXN-2023-003463,CUST-122,297.20,false,true,Frozen,5.94,2.97,8.92
TXN-2023-003464,CUST-122,320.85,false,false,Milk,6.42,0.00,6.42
TXN-2023-003465,CUST-122,237.42,false,false,Fresh,4.75,0.00,4.75
TXN-2023-003466,CUST-122,212.29,true,false,Fresh,4.25,0.00,4.25
TXN-2023-003467,CUST-122,173.17,true,false,Frozen,3.46,0.00,3.46
TXN-2023-003468,CUST-122,339.26,true,false,Milk,6.79,0.00,6.79
TXN-2023-003469,CUST-122,258.49,false,false,Grocery,5.17,0.00,5.17
TXN-2023-003470,CUST-122,228.70,true,false,Fresh,4.57,0.00,4.57
TXN-2023-003471,CUST-122,218.25,false,false,Fresh,4.37,0.00,4.37
TXN-2023-003472,CUST-122,173.37,false,false,DetergentsPaper,3.47,0.00,3.47
TXN-2023-003473,CUST-122,179.18,true,false,Grocery,3.58,0.00,3.58
TXN-2023-003474,CUST-122,195.95,false,false,Milk,3.92,0.00,3.92
TXN-2023-003475,CUST-122,620.12,true,false,Milk,12.40,0.00,12.40
TXN-2023-003476,CUST-122,171.22,true,true,Grocery,3.42,1.71,5.14
TXN-2023-003477,CUST-122,240.66,false,false,Fresh,4.81,0.00,4.81
TXN-2023-003478,CUST-122,485.51,true,true,Fresh,9.71,4.86,14.57
TXN-2023-003479,CUST-122,137.84,true,false,Grocery,2.76,0.00,2.76
TXN-2023-003480,CUST-122,175.18,false,false,Milk,3.50,0.00,3.50
TXN-2023-003481,CUST-122,213.92,true,true,Fresh,4.28,2.14,6.42
TXN-2023-003482,CUST-122,228.92,true,false,Fresh,4.58,0.00,4.58
TXN-2023-003483,CUST-122,429.82,false,true,Frozen,8.60,4.30,12.89
TXN-2023-003484,CUST-122,217.66,false,false,Fresh,4.35,0.00,4.35
TXN-2023-003485,CUST-122,276.99,true,false,Frozen,5.54,0.00,5.54
TXN-2023-003486,CUST-122,175.67,false,false,Milk,3.51,0.00,3.51
TXN-2023-003487,CUST-122,101.15,true,false,Fresh,2.02,0.00,2.02
TXN-2023-003488,CUST-122,552.61,false,false,Fresh,11.05,0.00,11.05
TXN-2023-003489,CUST-122,199.29,false,false,Milk,3.99,0.00,3.99
TXN-2023-003490,CUST-122,232.57,false,false,Fresh,4.65,0.00,4.65
TXN-2023-003491,CUST-122,334.45,false,false,Delicatessen,6.69,0.00,6.69
TXN-2023-003492,CUST-122,299.23,true,false,Fresh,5.98,0.00,5.98
TXN-2023-003493,CUST-122,302.64,false,false,Milk,6.05,0.00,6.05
TXN-2023-003494,CUST-122,564.98,false,false,Fresh,11.30,0.00,11.30
TXN-2023-003495,CUST-122,365.71,true,false,Grocery,7.31,0.00,7.31
TXN-2023-003496,CUST-122,425.49,false,false,Frozen,8.51,0.00,8.51
TXN-2023-003497,CUST-122,290.10,true,true,Frozen,5.80,2.90,8.70
TXN-2023-003498,CUST-122,301.68,true,false,Frozen,6.03,0.00,6.03
TXN-2023-003499,CUST-122,98.31,true,false,Frozen,1.97,0.00,1.97
TXN-2023-003500,CUST-123,248.07,true,false,Frozen,4.96,0.00,4.96
TXN-2023-003501,CUST-123,365.68,true,true,Fresh,7.31,3.66,10.97
TXN-2023-003502,CUST-123,274.65,true,false,Fresh,5.49,0.00,5.49
TXN-2023-003503,CUST-123,235.26,true,false,Fresh,4.71,0.00,4.71
TXN-2023-003504,CUST-123,335.42,false,false,Fresh,6.71,0.00,6.71
TXN-2023-003505,CUST-123,459.74,true,false,Grocery,9.19,0.00,9.19
TXN-2023-003506,CUST-123,178.09,true,false,Fresh,3.56,0.00,3.56
TXN-2023-003507,CUST-123,270.70,true,false,Fresh,5.41,0.00,5.41
TXN-2023-003508,CUST-123,363.58,true,false,Fresh,7.27,0.00,7.27
TXN-2023-003509,CUST-123,341.30,true,false,Fresh,6.83,0.00,6.83
TXN-2023-003510,CUST-123,765.18,false,false,Fresh,15.30,0.00,15.30
TXN-2023-003511,CUST-123,156.60,false,false,Fresh,3.13,0.00,3.13
TXN-2023-003512,CUST-123,282.77,true,false,Fresh,5.66,0.00,5.66
TXN-2023-003513,CUST-123,346.61,true,false,Fresh,6.93,0.00,6.93
TXN-2023-003514,CUST-123,461.97,true,false,Milk,9.24,0.00,9.24
TXN-2023-003515,CUST-123,182.49,true,false,Fresh,3.65,0.00,3.65
TXN-2023-003516,CUST-123,317.67,true,true,Fresh,6.35,3.18,9.53
TXN-2023-003517,CUST-123,191.70,false,true,Milk,3.83,1.92,5.75
TXN-2023-003518,CUST-123,296.76,false,false,Fresh,5.94,0.00,5.94
TXN-2023-003519,CUST-123,820.19,true,false,Frozen,16.40,0.00,16.40
TXN-2023-003520,CUST-123,699.39,false,false,Fresh,13.99,0.00,13.99
TXN-2023-003521,CUST-123,242.05,false,false,Fresh,4.84,0.00,4.84
TXN-2023-003522,CUST-123,208.37,true,false,Fresh,4.17,0.00,4.17
TXN-2023-003523,CUST-123,158.36,true,false,Fresh,3.17,0.00,3.17
TXN-2023-003524,CUST-123,338.02,false,true,Fresh,6.76,3.38,10.14
TXN-2023-003525,CUST-123,413.79,false,false,Fresh,8.28,0.00,8.28
TXN-2023-003526,CUST-123,227.46,true,false,Fresh,4.55,0.00,4.55
TXN-2023-003527,CUST-123,149.78,true,false,Fresh,3.00,0.00,3.00
TXN-2023-003528,CUST-123,275.31,false,false,Grocery,5.51,0.00,5.51
TXN-2023-003529,CUST-123,252.97,true,false,Delicatessen,5.06,0.00,5.06
TXN-2023-003530,CUST-123,449.13,true,false,Fresh,8.98,0.00,8.98
TXN-2023-003531,CUST-123,293.40,true,false,Fresh,5.87,0.00,5.87
TXN-2023-003532,CUST-123,95.67,true,false,Delicatessen,1.91,0.00,1.91
TXN-2023-003533,CUST-123,157.67,false,false,Frozen,3.15,0.00,3.15
TXN-2023-003534,CUST-123,236.13,true,false,Fresh,4.72,0.00,4.72
TXN-2023-003535,CUST-123,225.62,true,false,Fresh,4.51,0.00,4.51
TXN-2023-003536,CUST-123,151.33,false,false,Fresh,3.03,0.00,3.03
TXN-2023-003537,CUST-123,206.32,true,false,Fresh,4.13,0.00,4.13
TXN-2023-003538,CUST-123,183.79,true,false,Fresh,3.68,0.00,3.68
TXN-2023-003539,CUST-123,301.54,false,false,Fresh,6.03,0.00,6.03
TXN-2023-003540,CUST-123,349.46,true,false,Fresh,6.99,0.00,6.99
TXN-2023-003541,CUST-123,118.65,true,false,Fresh,2.37,0.00,2.37
TXN-2023-003542,CUST-123,83.64,true,true,Fresh,1.67,0.84,2.51
TXN-2023-003543,CUST-123,136.99,true,false,Fresh,2.74,0.00,2.74
TXN-2023-003544,CUST-123,221.06,true,false,Frozen,4.42,0.00,4.42
TXN-2023-003545,CUST-123,869.26,true,false,Frozen,17.39,0.00,17.39
TXN-2023-003546,CUST-123,864.68,true,false,Fresh,17.29,0.00,17.29
TXN-2023-003547,CUST-123,199.63,true,false,Fresh,3.99,0.00,3.99
TXN-2023-003548,CUST-123,530.09,false,false,Grocery,10.60,0.00,10.60
TXN-2023-003549,CUST-124,1730.05,true,false,Milk,34.60,0.00,34.60
TXN-2023-003550,CUST-124,853.08,true,false,Fresh,17.06,0.00,17.06
TXN-2023-003551,CUST-124,1382.86,true,false,Fresh,27.66,0.00,27.66
TXN-2023-003552,CUST-124,3172.26,true,false,Fresh,79.31,0.00,79.31
TXN-2023-003553,CUST-124,1258.81,true,false,Milk,25.18,0.00,25.18
TXN-2023-003554,CUST-124,2937.07,true,false,Fresh,73.43,0.00,73.43
TXN-2023-003555,CUST-124,1768.34,true,false,Milk,35.37,0.00,35.37
TXN-2023-003556,CUST-124,2342.69,true,false,Milk,58.57,0.00,58.57
TXN-2023-003557,CUST-124,3808.80,false,false,Fresh,95.22,0.00,95.22
TXN-2023-003558,CUST-124,1190.56,true,false,Milk,23.81,0.00,23.81
TXN-2023-003559,CUST-124,1920.08,true,false,Grocery,38.40,0.00,38.40
TXN-2023-003560,CUST-124,2702.81,false,false,Milk,67.57,0.00,67.57
TXN-2023-003561,CUST-124,2339.55,true,false,DetergentsPaper,58.49,0.00,58.49
TXN-2023-003562,CUST-124,1309.90,true,true,Grocery,26.20,13.10,39.30
TXN-2023-003563,CUST-124,3685.73,true,false,Fresh,92.14,0.00,92.14
TXN-2023-003564,CUST-124,2663.43,true,false,Grocery,66.59,0.00,66.59
TXN-2023-003565,CUST-125,865.74,true,false,DetergentsPaper,17.31,0.00,17.31
TXN-2023-003566,CUST-125,2392.96,false,false,Fresh,59.82,0.00,59.82
TXN-2023-003567,CUST-125,802.15,true,false,Grocery,16.04,0.00,16.04
TXN-2023-003568,CUST-125,780.03,true,false,Fresh,15.60,0.00,15.60
TXN-2023-003569,CUST-125,1348.14,false,false,Grocery,26.96,0.00,26.96
TXN-2023-003570,CUST-125,518.78,true,false,Frozen,10.38,0.00,10.38
TXN-2023-003571,CUST-125,506.55,true,false,Fresh,10.13,0.00,10.13
TXN-2023-003572,CUST-125,2275.40,true,true,Fresh,56.89,22.75,79.64
TXN-2023-003573,CUST-125,1059.26,false,false,Fresh,21.19,0.00,21.19
TXN-2023-003574,CUST-125,932.25,true,false,Frozen,18.65,0.00,18.65
TXN-2023-003575,CUST-125,1322.64,true,true,Fresh,26.45,13.23,39.68
TXN-2023-003576,CUST-125,1486.01,true,false,Grocery,29.72,0.00,29.72
TXN-2023-003577,CUST-125,1037.67,false,false,Fresh,20.75,0.00,20.75
TXN-2023-003578,CUST-125,1577.27,false,false,Fresh,31.55,0.00,31.55
TXN-2023-003579,CUST-125,1106.15,true,false,Fresh,22.12,0.00,22.12
TXN-2023-003580,CUST-125,914.51,true,false,Fresh,18.29,0.00,18.29
TXN-2023-003581,CUST-125,2108.24,true,false,Fresh,52.71,0.00,52.71
TXN-2023-003582,CUST-125,1569.05,true,false,Fresh,31.38,0.00,31.38
TXN-2023-003583,CUST-125,880.14,true,false,Fresh,17.60,0.00,17.60
TXN-2023-003584,CUST-125,1250.90,false,false,Fresh,25.02,0.00,25.02
TXN-2023-003585,CUST-125,1517.19,false,false,Fresh,30.34,0.00,30.34
TXN-2023-003586,CUST-125,833.80,false,false,Fresh,16.68,0.00,16.68
TXN-2023-003587,CUST-125,1845.06,true,false,Fresh,36.90,0.00,36.90
TXN-2023-003588,CUST-125,1429.30,true,true,Fresh,28.59,14.29,42.88
TXN-2023-003589,CUST-125,1739.83,true,false,Delicatessen,34.80,0.00,34.80
TXN-2023-003590,CUST-125,898.11,false,false,Fresh,17.96,0.00,17.96
TXN-2023-003591,CUST-125,2751.48,true,false,Frozen,68.79,0.00,68.79
TXN-2023-003592,CUST-125,1187.51,false,true,Fresh,23.75,11.88,35.63
TXN-2023-003593,CUST-125,1940.60,false,false,Fresh,38.81,0.00,38.81
TXN-2023-003594,CUST-125,1426.00,false,false,Fresh,28.52,0.00,28.52
TXN-2023-003595,CUST-125,4671.27,false,false,Fresh,116.78,0.00,116.78
TXN-2023-003596,CUST-125,1545.10,false,false,Fresh,30.90,0.00,30.90
TXN-2023-003597,CUST-125,1041.89,false,false,Fresh,20.84,0.00,20.84
TXN-2023-003598,CUST-126,1337.78,false,false,Fresh,26.76,0.00,26.76
TXN-2023-003599,CUST-126,12301.73,false,false,Fresh,307.54,0.00,307.54
TXN-2023-003600,CUST-126,4991.29,false,false,Fresh,124.78,0.00,124.78
TXN-2023-003601,CUST-126,3480.55,true,false,Fresh,87.01,0.00,87.01
TXN-2023-003602,CUST-126,2245.28,false,false,Fresh,56.13,0.00,56.13
TXN-2023-003603,CUST-126,5526.96,false,false,Fresh,138.17,0.00,138.17
TXN-2023-003604,CUST-126,2491.30,true,false,Fresh,62.28,0.00,62.28
TXN-2023-003605,CUST-126,2585.20,true,false,Grocery,64.63,0.00,64.63
TXN-2023-003606,CUST-126,3515.96,true,false,Fresh,87.90,0.00,87.90
TXN-2023-003607,CUST-126,2074.01,false,false,Fresh,51.85,0.00,51.85
TXN-2023-003608,CUST-126,1858.69,false,true,Frozen,37.17,18.59,55.76
TXN-2023-003609,CUST-126,2196.57,true,false,Frozen,54.91,0.00,54.91
TXN-2023-003610,CUST-126,2709.93,true,false,Fresh,67.75,0.00,67.75
TXN-2023-003611,CUST-126,3825.38,false,false,Fresh,95.63,0.00,95.63
TXN-2023-003612,CUST-126,4519.77,true,false,Frozen,112.99,0.00,112.99
TXN-2023-003613,CUST-126,1023.98,true,false,Fresh,20.48,0.00,20.48
TXN-2023-003614,CUST-126,3767.32,true,false,Fresh,94.18,0.00,94.18
TXN-2023-003615,CUST-126,2820.21,true,false,Fresh,70.51,0.00,70.51
TXN-2023-003616,CUST-126,2319.71,true,false,Fresh,57.99,0.00,57.99
TXN-2023-003617,CUST-126,1715.24,false,false,Fresh,34.30,0.00,34.30
TXN-2023-003618,CUST-126,4335.32,false,false,Frozen,108.38,0.00,108.38
TXN-2023-003619,CUST-126,2596.35,true,false,Fresh,64.91,0.00,64.91
TXN-2023-003620,CUST-126,2509.07,true,false,Fresh,62.73,0.00,62.73
TXN-2023-003621,CUST-126,2596.64,false,false,Fresh,64.92,0.00,64.92
TXN-2023-003622,CUST-126,2674.84,true,false,Fresh,66.87,0.00,66.87
TXN-2023-003623,CUST-126,4124.17,true,true,Fresh,103.10,41.24,144.35
TXN-2023-003624,CUST-126,2352.64,false,false,Fresh,58.82,0.00,58.82
TXN-2023-003625,CUST-126,2201.87,false,false,Frozen,55.05,0.00,55.05
TXN-2023-003626,CUST-126,3383.80,false,false,Fresh,84.60,0.00,84.60
TXN-2023-003627,CUST-126,1915.42,true,true,Fresh,38.31,19.15,57.46
TXN-2023-003628,CUST-126,3726.64,true,false,Frozen,93.17,0.00,93.17
TXN-2023-003629,CUST-126,1842.22,false,false,Fresh,36.84,0.00,36.84
TXN-2023-003630,CUST-126,3480.13,true,false,Fresh,87.00,0.00,87.00
TXN-2023-003631,CUST-127,289.88,false,false,Fresh,5.80,0.00,5.80
TXN-2023-003632,CUST-127,314.19,true,false,Milk,6.28,0.00,6.28
TXN-2023-003633,CUST-127,716.13,true,false,Fresh,14.32,0.00,14.32
TXN-2023-003634,CUST-127,628.53,true,false,Frozen,12.57,0.00,12.57
TXN-2023-003635,CUST-127,722.04,true,false,Fresh,14.44,0.00,14.44
TXN-2023-003636,CUST-127,1296.27,true,false,Frozen,25.93,0.00,25.93
TXN-2023-003637,CUST-127,990.97,false,true,Frozen,19.82,9.91,29.73
TXN-2023-003638,CUST-127,667.50,true,false,Fresh,13.35,0.00,13.35
TXN-2023-003639,CUST-127,712.06,true,false,Frozen,14.24,0.00,14.24
