TransactionID,CustomerID,ProductCategory,OrderIntensity,IsCustomOrder,Quantity,NumberOfLineItems,OrderWeight_kg,TransactionAmount_EUR,PickPackCost_EUR,ReceivingCost_EUR,PutawayCost_EUR,StorageCost_EUR,IndirectLaborCost_EUR,InboundTransportCost_EUR,ShrinkageCost_EUR,ReturnsCost_EUR,EquipmentTechCost_EUR,ColdChainMultiplier,ServiceCostMultiplier,TotalWarehouseOperationsCost_EUR,CostPerUnit_EUR
TXN-2023-004373,CUST-145,Fresh,Low,False,30,3,79.34,764.48,22.5,5.0,19.5,23.8,7.05,10.0,38.22,22.93,3.89,1.5,1.0,229.35,7.65
TXN-2023-004374,CUST-145,Fresh,Low,False,12,3,31.73,305.65,22.5,5.0,7.8,9.52,5.29,10.0,15.28,9.17,2.51,1.5,1.0,130.61,10.88
TXN-2023-004375,CUST-145,Fresh,Low,False,40,5,105.78,1005.02,37.5,5.0,26.0,31.73,10.28,10.0,50.25,30.15,5.53,1.5,1.0,309.65,7.74
TXN-2023-004376,CUST-145,Fresh,Medium,False,20,1,52.89,507.0,7.5,5.0,13.0,23.8,3.82,10.0,25.35,15.21,2.66,1.5,1.2,191.42,9.57
TXN-2023-004377,CUST-145,Fresh,High,False,17,3,44.96,446.25,22.5,5.0,11.05,26.97,5.78,10.0,22.31,13.39,3.57,1.5,1.8,325.54,19.15
TXN-2023-004378,CUST-145,Fresh,Low,False,22,4,58.18,552.45,30.0,5.0,14.3,17.45,7.39,10.0,27.62,16.57,3.71,1.5,1.0,198.08,9.0
TXN-2023-004379,CUST-145,Milk,Low,False,30,5,26.33,763.96,32.5,5.0,19.5,9.21,8.55,10.0,22.92,15.28,3.74,1.5,1.0,190.05,6.34
TXN-2023-004380,CUST-145,Fresh,Low,False,28,5,74.05,704.75,37.5,5.0,18.2,22.21,9.11,10.0,35.24,21.14,4.6,1.5,1.0,244.5,8.73
TXN-2023-004381,CUST-145,Fresh,Medium,False,28,3,74.05,705.72,22.5,5.0,18.2,33.32,6.86,10.0,35.29,21.17,4.29,1.5,1.5,352.41,12.59
TXN-2023-004382,CUST-145,Fresh,Low,False,22,3,58.18,557.43,22.5,5.0,14.3,17.45,6.27,10.0,27.87,16.72,3.28,1.5,1.0,185.09,8.41
TXN-2023-004383,CUST-145,Fresh,High,False,39,1,103.14,981.67,7.5,5.0,25.35,61.88,5.68,10.0,49.08,29.45,5.27,1.5,1.8,537.88,13.79
TXN-2023-004384,CUST-145,Fresh,Medium,False,40,2,105.78,1019.44,15.0,5.0,26.0,47.6,6.9,10.0,50.97,30.58,5.03,1.5,1.2,354.75,8.87
TXN-2023-004385,CUST-145,Fresh,Low,False,51,5,134.87,1294.81,37.5,5.0,33.15,40.46,11.35,10.0,64.74,38.84,6.37,1.5,1.0,371.13,7.28
TXN-2023-004386,CUST-145,Milk,Low,False,14,2,12.29,352.84,13.0,5.0,9.1,4.3,4.07,10.0,10.59,7.06,1.77,1.5,1.0,97.32,6.95
TXN-2023-004387,CUST-145,Fresh,Medium,False,36,4,95.2,916.09,30.0,5.0,23.4,42.84,8.76,10.0,45.8,27.48,5.5,1.5,1.2,357.82,9.94
TXN-2023-004388,CUST-146,Milk,Low,False,124,4,108.82,3109.38,26.0,5.0,80.6,38.09,16.74,10.0,93.28,62.19,8.32,1.5,1.0,510.33,4.12
TXN-2023-004389,CUST-146,Fresh,Medium,False,506,5,1338.14,12661.2,37.5,5.0,328.9,602.16,55.71,10.0,633.06,379.84,51.46,1.5,1.3,4102.08,8.11
TXN-2023-004390,CUST-146,Milk,Low,False,54,4,47.39,1356.72,26.0,5.0,35.1,16.59,9.91,10.0,40.7,27.13,4.63,1.5,1.0,262.6,4.86
TXN-2023-004391,CUST-146,Milk,Low,False,144,1,126.37,3608.33,6.5,5.0,93.6,44.23,15.77,10.0,108.25,72.17,8.25,1.5,1.0,545.65,3.79
TXN-2023-004392,CUST-146,Grocery,Low,False,226,4,1071.06,5658.42,24.0,5.0,146.9,107.11,26.39,10.0,56.58,56.58,15.47,1.0,1.0,448.03,1.98
TXN-2023-004393,CUST-146,DetergentsPaper,Medium,False,153,5,155.39,3833.79,27.5,5.0,99.45,18.65,19.79,10.0,19.17,19.17,8.52,1.0,1.2,272.7,1.78
TXN-2023-004394,CUST-146,Grocery,Medium,False,506,1,2398.03,12661.2,6.0,5.0,328.9,359.7,50.99,10.0,126.61,126.61,37.53,1.0,1.2,1261.61,2.49
TXN-2023-004395,CUST-146,Milk,Low,False,234,5,205.36,5869.19,32.5,5.0,152.1,71.88,28.44,10.0,176.08,117.38,14.5,1.5,1.0,911.81,3.9
TXN-2023-004396,CUST-146,Grocery,Low,False,428,4,2028.37,10712.14,24.0,5.0,278.2,202.84,46.08,10.0,107.12,107.12,27.81,1.0,1.0,808.17,1.89
TXN-2023-004397,CUST-146,Grocery,Low,False,322,2,1526.02,8063.21,12.0,5.0,209.3,152.6,33.95,10.0,80.63,80.63,20.64,1.0,1.0,604.75,1.88
TXN-2023-004398,CUST-146,Grocery,Low,False,439,4,2080.5,10977.07,24.0,5.0,285.35,208.05,47.15,10.0,109.77,109.77,28.48,1.0,1.0,827.57,1.89
TXN-2023-004399,CUST-146,Fresh,Low,False,150,4,396.68,3767.36,30.0,5.0,97.5,119.0,19.88,10.0,188.37,113.02,13.57,1.5,1.0,894.51,5.96
TXN-2023-004400,CUST-147,Fresh,Low,False,9,3,23.8,227.02,22.5,5.0,5.85,7.14,5.0,10.0,11.35,6.81,2.27,1.5,1.0,113.89,12.65
TXN-2023-004401,CUST-147,Grocery,Medium,False,21,2,99.52,536.66,12.0,5.0,13.65,14.93,4.6,10.0,5.37,5.37,2.51,1.0,1.5,110.13,5.24
TXN-2023-004402,CUST-147,Fresh,High,False,5,4,13.22,144.73,30.0,5.0,3.25,7.93,5.74,10.0,7.24,4.34,2.6,1.5,1.8,205.46,41.09
TXN-2023-004403,CUST-147,Grocery,Medium,False,7,1,33.17,184.05,6.0,5.0,4.55,4.98,2.33,10.0,1.84,1.84,1.14,1.0,1.5,56.52,8.07
TXN-2023-004404,CUST-147,Frozen,Low,False,8,1,12.47,212.5,6.5,5.0,5.2,4.99,2.5,10.0,4.25,4.25,1.21,1.0,1.0,43.9,5.49
TXN-2023-004405,CUST-147,Milk,Low,False,7,3,6.14,199.88,19.5,5.0,4.55,2.15,4.36,10.0,6.0,4.0,1.78,1.5,1.0,85.99,12.28
TXN-2023-004406,CUST-147,Milk,Low,False,21,1,18.43,548.85,6.5,5.0,13.65,6.45,3.77,10.0,16.47,10.98,1.77,1.5,1.0,111.88,5.33
TXN-2023-004407,CUST-147,Fresh,Low,False,10,1,26.45,259.56,7.5,5.0,6.5,7.93,2.85,10.0,12.98,7.79,1.49,1.5,1.0,93.06,9.31
TXN-2023-004408,CUST-147,Fresh,Medium,False,19,3,50.25,488.65,22.5,5.0,12.35,22.61,5.98,10.0,24.43,14.66,3.42,1.5,1.2,217.71,11.46
TXN-2023-004409,CUST-147,Frozen,Low,False,6,4,9.35,162.12,26.0,5.0,3.9,3.74,5.23,10.0,3.24,3.24,2.19,1.0,1.0,62.55,10.43
TXN-2023-004410,CUST-147,Milk,Low,False,16,1,14.04,413.75,6.5,5.0,10.4,4.91,3.28,10.0,12.41,8.28,1.5,1.5,1.0,93.44,5.84
TXN-2023-004411,CUST-147,Fresh,Low,False,8,1,21.16,207.97,7.5,5.0,5.2,6.35,2.65,10.0,10.4,6.24,1.34,1.5,1.0,82.01,10.25
TXN-2023-004412,CUST-147,Fresh,High,False,2,2,5.29,74.28,15.0,5.0,1.3,3.17,3.19,10.0,3.71,2.23,1.38,1.5,1.8,121.48,60.74
TXN-2023-004413,CUST-147,Grocery,Medium,False,25,1,118.48,628.13,6.0,5.0,16.25,17.77,4.09,10.0,6.28,6.28,2.46,1.0,1.5,111.19,4.45
TXN-2023-004414,CUST-147,Fresh,Medium,False,11,5,29.09,279.13,37.5,5.0,7.15,13.09,7.45,10.0,13.96,8.37,3.51,1.5,1.5,238.56,21.69
TXN-2023-004415,CUST-147,Grocery,Medium,False,13,1,61.61,334.32,6.0,5.0,8.45,9.24,2.92,10.0,3.34,3.34,1.58,1.0,1.5,74.81,5.75
TXN-2023-004416,CUST-147,Fresh,Low,False,5,5,13.22,133.4,37.5,5.0,3.25,3.97,6.86,10.0,6.67,4.0,2.83,1.5,1.0,120.12,24.02
TXN-2023-004417,CUST-147,Fresh,Low,False,25,2,66.11,640.33,15.0,5.0,16.25,19.83,5.44,10.0,32.02,19.21,3.08,1.5,1.0,188.74,7.55
TXN-2023-004418,CUST-147,Fresh,Low,False,13,4,34.38,339.22,30.0,5.0,8.45,10.31,6.52,10.0,16.96,10.18,3.01,1.5,1.0,150.65,11.59
TXN-2023-004419,CUST-147,Frozen,Medium,False,5,5,7.79,143.49,32.5,5.0,3.25,4.67,6.11,10.0,2.87,2.87,2.58,1.0,1.5,104.78,20.96
TXN-2023-004420,CUST-147,Fresh,Medium,False,9,4,23.8,233.54,30.0,5.0,5.85,10.71,6.13,10.0,11.68,7.01,2.88,1.5,1.5,200.82,22.31
TXN-2023-004421,CUST-147,Fresh,Medium,False,6,4,15.87,156.2,30.0,5.0,3.9,7.14,5.83,10.0,7.81,4.69,2.59,1.5,1.5,173.17,28.86
TXN-2023-004422,CUST-147,Fresh,Medium,False,12,5,31.73,316.85,37.5,5.0,7.8,14.28,7.54,10.0,15.84,9.51,3.61,1.5,1.5,249.93,20.83
TXN-2023-004423,CUST-147,Fresh,Low,False,6,4,15.87,157.06,30.0,5.0,3.9,4.76,5.83,10.0,7.85,4.71,2.47,1.5,1.0,111.8,18.63
TXN-2023-004424,CUST-147,Fresh,Low,False,8,2,21.16,209.54,15.0,5.0,5.2,6.35,3.78,10.0,10.48,6.29,1.77,1.5,1.0,95.78,11.97
TXN-2023-004425,CUST-147,Fresh,Medium,False,13,2,34.38,348.55,15.0,5.0,8.45,15.47,4.27,10.0,17.43,10.46,2.41,1.5,1.2,159.27,12.25
TXN-2023-004426,CUST-147,Fresh,Low,False,13,5,34.38,345.99,37.5,5.0,8.45,10.31,7.64,10.0,17.3,10.38,3.45,1.5,1.0,165.05,12.7
TXN-2023-004427,CUST-147,Grocery,High,False,8,1,37.91,208.64,6.0,5.0,5.2,7.58,2.43,10.0,2.09,2.09,1.31,1.0,1.8,75.05,9.38
TXN-2023-004428,CUST-147,Delicatessen,Low,False,17,4,10.43,427.08,28.0,5.0,11.05,3.34,6.61,10.0,34.17,21.35,2.7,1.5,1.0,183.32,10.78
TXN-2023-004429,CUST-147,Fresh,High,False,9,2,23.8,248.39,15.0,5.0,5.85,14.28,3.88,10.0,12.42,7.45,2.2,1.5,1.8,205.42,22.82
TXN-2023-004430,CUST-147,Fresh,Low,False,16,2,42.31,414.56,15.0,5.0,10.4,12.69,4.56,10.0,20.73,12.44,2.38,1.5,1.0,139.8,8.74
TXN-2023-004431,CUST-147,DetergentsPaper,Low,False,10,2,10.16,267.28,11.0,5.0,6.5,0.81,3.38,10.0,1.34,1.34,1.33,1.0,1.0,40.69,4.07
TXN-2023-004432,CUST-147,Milk,Medium,False,17,2,14.92,435.44,13.0,5.0,11.05,7.83,4.36,10.0,13.06,8.71,2.06,1.5,1.5,168.92,9.94
TXN-2023-004433,CUST-147,Fresh,Low,False,8,3,21.16,201.5,22.5,5.0,5.2,6.35,4.91,10.0,10.08,6.04,2.2,1.5,1.0,108.4,13.55
TXN-2023-004434,CUST-147,Milk,Low,False,19,1,16.67,480.63,6.5,5.0,12.35,5.84,3.58,10.0,14.42,9.61,1.66,1.5,1.0,103.44,5.44
TXN-2023-004435,CUST-147,Fresh,Low,False,5,4,13.22,147.71,30.0,5.0,3.25,3.97,5.74,10.0,7.39,4.43,2.4,1.5,1.0,108.25,21.65
TXN-2023-004436,CUST-147,Fresh,Low,False,6,5,15.87,167.45,37.5,5.0,3.9,4.76,6.96,10.0,8.37,5.02,2.91,1.5,1.0,126.63,21.11
TXN-2023-004437,CUST-147,Milk,Medium,False,15,2,13.16,384.55,13.0,5.0,9.75,6.91,4.16,10.0,11.54,7.69,1.94,1.5,1.2,125.99,8.4
TXN-2023-004438,CUST-147,Fresh,Low,False,18,5,47.6,469.5,37.5,5.0,11.7,14.28,8.13,10.0,23.48,14.08,3.83,1.5,1.0,192.0,10.67
TXN-2023-004439,CUST-147,Grocery,Low,False,24,5,113.74,602.85,30.0,5.0,15.6,11.37,7.59,10.0,6.03,6.03,3.48,1.0,1.0,95.1,3.96
TXN-2023-004440,CUST-147,Milk,Medium,False,12,3,10.53,310.52,19.5,5.0,7.8,5.53,4.84,10.0,9.32,6.21,2.13,1.5,1.5,158.25,13.19
TXN-2023-004441,CUST-147,Frozen,Low,False,16,1,24.93,417.05,6.5,5.0,10.4,9.97,3.28,10.0,8.34,8.34,1.76,1.0,1.0,63.6,3.97
TXN-2023-004442,CUST-147,Frozen,Medium,False,11,5,17.14,292.08,32.5,5.0,7.15,10.28,6.7,10.0,5.84,5.84,3.08,1.0,1.2,103.68,9.43
TXN-2023-004443,CUST-148,Delicatessen,Low,False,7,2,4.29,193.84,14.0,5.0,4.55,1.37,3.53,10.0,15.51,9.69,1.42,1.5,1.0,97.62,13.95
TXN-2023-004444,CUST-148,Delicatessen,Medium,False,8,4,4.91,209.24,28.0,5.0,5.2,2.36,5.73,10.0,16.74,10.46,2.31,1.5,1.5,193.05,24.13
TXN-2023-004445,CUST-148,Grocery,Low,False,18,2,85.31,467.8,12.0,5.0,11.7,8.53,4.31,10.0,4.68,4.68,2.08,1.0,1.0,62.97,3.5
TXN-2023-004446,CUST-148,Milk,Medium,False,17,4,14.92,434.12,26.0,5.0,11.05,7.83,6.31,10.0,13.02,8.68,2.81,1.5,1.5,204.09,12.01
TXN-2023-004447,CUST-148,Fresh,High,False,29,2,76.69,734.18,15.0,5.0,18.85,46.02,5.83,10.0,36.71,22.03,4.53,1.5,1.8,442.7,15.27
TXN-2023-004448,CUST-148,Fresh,Low,False,21,3,55.54,540.0,22.5,5.0,13.65,16.66,6.17,10.0,27.0,16.2,3.2,1.5,1.0,180.57,8.6
TXN-2023-004449,CUST-148,DetergentsPaper,Medium,False,20,3,20.31,518.55,16.5,5.0,13.0,2.44,5.17,10.0,2.59,2.59,2.11,1.0,1.5,89.11,4.46
TXN-2023-004450,CUST-148,Milk,Low,False,27,2,23.7,698.93,13.0,5.0,17.55,8.29,5.33,10.0,20.97,13.98,2.46,1.5,1.0,144.87,5.37
TXN-2023-004451,CUST-148,Fresh,High,False,6,5,15.87,172.46,37.5,5.0,3.9,9.52,6.96,10.0,8.62,5.17,3.14,1.5,1.8,242.52,40.42
TXN-2023-004452,CUST-148,Milk,Medium,False,17,1,14.92,427.88,6.5,5.0,11.05,7.83,3.38,10.0,12.84,8.56,1.69,1.5,1.2,120.33,7.08
TXN-2023-004453,CUST-148,Fresh,Low,False,11,2,29.09,286.82,15.0,5.0,7.15,8.73,4.07,10.0,14.34,8.6,2.0,1.5,1.0,112.34,10.21
TXN-2023-004454,CUST-148,Fresh,Low,False,8,3,21.16,220.04,22.5,5.0,5.2,6.35,4.91,10.0,11.0,6.6,2.2,1.5,1.0,110.63,13.83
TXN-2023-004455,CUST-148,Fresh,Low,False,13,2,34.38,335.95,15.0,5.0,8.45,10.31,4.27,10.0,16.8,10.08,2.15,1.5,1.0,123.09,9.47
TXN-2023-004456,CUST-148,Milk,Medium,False,8,1,7.02,202.35,6.5,5.0,5.2,3.69,2.5,10.0,6.07,4.05,1.14,1.5,1.5,99.34,12.42
TXN-2023-004457,CUST-148,Fresh,Medium,False,7,3,18.51,187.84,22.5,5.0,4.55,8.33,4.81,10.0,9.39,5.64,2.26,1.5,1.5,163.07,23.3
TXN-2023-004458,CUST-148,Fresh,Low,False,7,1,18.51,176.59,7.5,5.0,4.55,5.55,2.56,10.0,8.83,5.3,1.26,1.5,1.0,75.82,10.83
TXN-2023-004459,CUST-148,Frozen,Low,False,10,5,15.58,255.94,32.5,5.0,6.5,6.23,6.6,10.0,5.12,5.12,2.84,1.0,1.0,79.91,7.99
TXN-2023-004460,CUST-148,Fresh,Low,False,6,5,15.87,160.24,37.5,5.0,3.9,4.76,6.96,10.0,8.01,4.81,2.91,1.5,1.0,125.77,20.96
TXN-2023-004461,CUST-148,Fresh,Low,False,17,3,44.96,432.68,22.5,5.0,11.05,13.49,5.78,10.0,21.63,12.98,2.89,1.5,1.0,157.99,9.29
TXN-2023-004462,CUST-148,Milk,Medium,False,7,1,6.14,193.42,6.5,5.0,4.55,3.23,2.41,10.0,5.8,3.87,1.08,1.5,1.2,76.39,10.91
TXN-2023-004463,CUST-148,Frozen,Medium,False,8,1,12.47,207.84,6.5,5.0,5.2,7.48,2.5,10.0,4.16,4.16,1.33,1.0,1.5,69.5,8.69
TXN-2023-004464,CUST-148,Milk,Low,False,9,4,7.9,233.04,26.0,5.0,5.85,2.76,5.53,10.0,6.99,4.66,2.26,1.5,1.0,103.58,11.51
TXN-2023-004465,CUST-148,Fresh,Medium,False,12,2,31.73,321.87,15.0,5.0,7.8,14.28,4.17,10.0,16.09,9.66,2.31,1.5,1.5,189.7,15.81
TXN-2023-004466,CUST-148,DetergentsPaper,Low,False,8,2,8.12,210.09,11.0,5.0,5.2,0.65,3.18,10.0,1.05,1.05,1.25,1.0,1.0,38.38,4.8
TXN-2023-004467,CUST-148,Grocery,Low,False,16,3,75.83,421.84,18.0,5.0,10.4,7.58,5.01,10.0,4.22,4.22,2.3,1.0,1.0,66.73,4.17
TXN-2023-004468,CUST-148,Grocery,Low,False,14,4,66.35,357.07,24.0,5.0,9.1,6.63,5.71,10.0,3.57,3.57,2.52,1.0,1.0,70.11,5.01
TXN-2023-004469,CUST-148,Fresh,High,False,10,3,26.45,266.97,22.5,5.0,6.5,15.87,5.1,10.0,13.35,8.01,2.75,1.5,1.8,240.5,24.05
TXN-2023-004470,CUST-148,DetergentsPaper,Medium,False,7,1,7.11,177.47,5.5,5.0,4.55,0.85,2.26,10.0,0.89,0.89,0.91,1.0,1.3,40.1,5.73
TXN-2023-004471,CUST-148,Fresh,Low,False,6,2,15.87,174.88,15.0,5.0,3.9,4.76,3.58,10.0,8.74,5.25,1.61,1.5,1.0,86.77,14.46
TXN-2023-004472,CUST-148,Fresh,High,False,23,2,60.82,580.79,15.0,5.0,14.95,36.49,5.24,10.0,29.04,17.42,3.83,1.5,1.8,369.86,16.08
TXN-2023-004473,CUST-148,Fresh,Medium,False,6,4,15.87,157.02,30.0,5.0,3.9,7.14,5.83,10.0,7.85,4.71,2.59,1.5,1.5,173.32,28.89
TXN-2023-004474,CUST-148,Fresh,Medium,False,9,5,23.8,227.43,37.5,5.0,5.85,10.71,7.25,10.0,11.37,6.82,3.32,1.5,1.5,220.1,24.46
TXN-2023-004475,CUST-148,Fresh,Low,False,13,1,34.38,339.25,7.5,5.0,8.45,10.31,3.14,10.0,16.96,10.18,1.72,1.5,1.0,109.9,8.45
TXN-2023-004476,CUST-148,Fresh,Medium,False,12,1,31.73,319.0,7.5,5.0,7.8,14.28,3.04,10.0,15.95,9.57,1.88,1.5,1.5,168.81,14.07
TXN-2023-004477,CUST-148,Milk,Medium,False,13,4,11.41,343.07,26.0,5.0,8.45,5.99,5.92,10.0,10.29,6.86,2.57,1.5,1.2,145.94,11.23
TXN-2023-004478,CUST-148,Delicatessen,Medium,False,16,5,9.82,417.05,35.0,5.0,10.4,4.71,7.56,10.0,33.36,20.85,3.13,1.5,1.5,292.55,18.28
TXN-2023-004479,CUST-148,Grocery,Low,False,15,1,71.09,392.57,6.0,5.0,9.75,7.11,3.11,10.0,3.93,3.93,1.55,1.0,1.0,50.37,3.36
TXN-2023-004480,CUST-148,Fresh,High,False,8,4,21.16,207.66,30.0,5.0,5.2,12.69,6.03,10.0,10.38,6.23,2.95,1.5,1.8,238.9,29.86
TXN-2023-004481,CUST-148,Fresh,Medium,False,32,4,84.63,800.38,30.0,5.0,20.8,38.08,8.37,10.0,40.02,24.01,5.11,1.5,1.5,408.14,12.75
TXN-2023-004482,CUST-148,Milk,Low,False,12,4,10.53,314.1,26.0,5.0,7.8,3.69,5.82,10.0,9.42,6.28,2.42,1.5,1.0,114.64,9.55
TXN-2023-004483,CUST-148,Grocery,Medium,False,15,4,71.09,396.58,24.0,5.0,9.75,10.66,5.81,10.0,3.97,3.97,2.76,1.0,1.5,113.88,7.59
TXN-2023-004484,CUST-148,Grocery,Low,False,15,3,71.09,387.97,18.0,5.0,9.75,7.11,4.91,10.0,3.88,3.88,2.24,1.0,1.0,64.77,4.32
TXN-2023-004485,CUST-148,Grocery,Low,False,10,5,47.39,272.26,30.0,5.0,6.5,4.74,6.22,10.0,2.72,2.72,2.62,1.0,1.0,70.53,7.05
TXN-2023-004486,CUST-148,Fresh,Low,False,21,3,55.54,549.06,22.5,5.0,13.65,16.66,6.17,10.0,27.45,16.47,3.2,1.5,1.0,181.66,8.65
TXN-2023-004487,CUST-148,Frozen,High,False,29,5,45.19,725.59,32.5,5.0,18.85,36.15,8.45,10.0,14.51,14.51,5.05,1.0,1.8,261.05,9.0
TXN-2023-004488,CUST-148,Milk,Low,False,13,3,11.41,339.8,19.5,5.0,8.45,3.99,4.94,10.0,10.19,6.8,2.09,1.5,1.0,106.45,8.19
TXN-2023-004489,CUST-148,Milk,Medium,False,13,2,11.41,345.73,13.0,5.0,8.45,5.99,3.97,10.0,10.37,6.91,1.82,1.5,1.5,147.41,11.34
TXN-2023-004490,CUST-148,Fresh,Low,False,11,4,29.09,298.05,30.0,5.0,7.15,8.73,6.32,10.0,14.9,8.94,2.86,1.5,1.0,140.86,12.81
TXN-2023-004491,CUST-148,Milk,Low,False,20,1,17.55,511.17,6.5,5.0,13.0,6.14,3.67,10.0,15.34,10.22,1.72,1.5,1.0,107.39,5.37
TXN-2023-004492,CUST-148,Fresh,High,False,15,1,39.67,383.71,7.5,5.0,9.75,23.8,3.34,10.0,19.19,11.51,2.47,1.5,1.8,249.9,16.66
TXN-2023-004493,CUST-148,Fresh,Low,False,8,4,21.16,221.15,30.0,5.0,5.2,6.35,6.03,10.0,11.06,6.63,2.63,1.5,1.0,124.35,15.54
TXN-2023-004494,CUST-148,Fresh,Low,False,17,3,44.96,427.66,22.5,5.0,11.05,13.49,5.78,10.0,21.38,12.83,2.89,1.5,1.0,157.39,9.26
TXN-2023-004495,CUST-149,Fresh,High,False,6,2,15.87,158.29,15.0,5.0,3.9,9.52,3.58,10.0,7.91,4.75,1.85,1.5,1.8,166.1,27.68
TXN-2023-004496,CUST-149,DetergentsPaper,Medium,False,17,5,17.27,434.12,27.5,5.0,11.05,2.07,6.53,10.0,2.17,2.17,2.61,1.0,1.5,103.65,6.1
TXN-2023-004497,CUST-149,Frozen,Medium,False,6,3,9.35,161.91,19.5,5.0,3.9,5.61,4.26,10.0,3.24,3.24,1.91,1.0,1.5,84.99,14.16
TXN-2023-004498,CUST-149,Grocery,Low,False,18,5,85.31,455.17,30.0,5.0,11.7,8.53,7.0,10.0,4.55,4.55,3.11,1.0,1.0,84.45,4.69
TXN-2023-004499,CUST-149,Fresh,Medium,False,7,1,18.51,198.34,7.5,5.0,4.55,8.33,2.56,10.0,9.92,5.95,1.4,1.5,1.3,107.64,15.38
TXN-2023-004500,CUST-149,Grocery,Medium,False,7,4,33.17,181.44,24.0,5.0,4.55,4.98,5.03,10.0,1.81,1.81,2.18,1.0,1.5,89.05,12.72
TXN-2023-004501,CUST-149,Frozen,Low,False,7,1,10.91,175.54,6.5,5.0,4.55,4.36,2.41,10.0,3.51,3.51,1.14,1.0,1.0,40.98,5.85
TXN-2023-004502,CUST-149,Fresh,Low,False,5,3,13.22,137.46,22.5,5.0,3.25,3.97,4.61,10.0,6.87,4.12,1.97,1.5,1.0,93.44,18.69
TXN-2023-004503,CUST-149,Fresh,Medium,False,13,3,34.38,344.73,22.5,5.0,8.45,15.47,5.39,10.0,17.24,10.34,2.84,1.5,1.3,189.6,14.58
TXN-2023-004504,CUST-149,Fresh,High,False,8,2,21.16,205.06,15.0,5.0,5.2,12.69,3.78,10.0,10.25,6.15,2.08,1.5,1.8,189.44,23.68
TXN-2023-004505,CUST-149,Frozen,Low,False,13,2,20.26,336.87,13.0,5.0,8.45,8.1,3.97,10.0,6.74,6.74,1.93,1.0,1.0,63.92,4.92
TXN-2023-004506,CUST-149,Fresh,Low,False,8,2,21.16,205.96,15.0,5.0,5.2,6.35,3.78,10.0,10.3,6.18,1.77,1.5,1.0,95.36,11.92
TXN-2023-004507,CUST-149,Frozen,Medium,False,6,1,9.35,174.78,6.5,5.0,3.9,5.61,2.31,10.0,3.5,3.5,1.17,1.0,1.2,49.77,8.3
TXN-2023-004508,CUST-149,Frozen,Medium,False,6,2,9.35,160.67,13.0,5.0,3.9,5.61,3.28,10.0,3.21,3.21,1.54,1.0,1.5,73.14,12.19
TXN-2023-004509,CUST-149,Fresh,Medium,False,13,3,34.38,330.52,22.5,5.0,8.45,15.47,5.39,10.0,16.53,9.92,2.84,1.5,1.5,216.21,16.63
TXN-2023-004510,CUST-149,Fresh,High,False,12,3,31.73,315.18,22.5,5.0,7.8,19.04,5.29,10.0,15.76,9.46,2.98,1.5,1.8,264.15,22.01
TXN-2023-004511,CUST-149,Delicatessen,Low,False,11,1,6.75,285.16,7.0,5.0,7.15,2.16,2.87,10.0,22.81,14.26,1.21,1.5,1.0,108.69,9.88
TXN-2023-004512,CUST-149,Milk,Medium,False,2,4,1.76,54.35,26.0,5.0,1.3,0.92,4.84,10.0,1.63,1.09,1.9,1.5,1.5,118.55,59.27
TXN-2023-004513,CUST-149,Fresh,Medium,False,6,5,15.87,174.18,37.5,5.0,3.9,7.14,6.96,10.0,8.71,5.23,3.03,1.5,1.5,196.78,32.8
TXN-2023-004514,CUST-149,Frozen,Medium,False,8,4,12.47,209.13,26.0,5.0,5.2,7.48,5.43,10.0,4.18,4.18,2.46,1.0,1.3,90.91,11.36
TXN-2023-004515,CUST-149,Fresh,High,False,11,4,29.09,276.44,30.0,5.0,7.15,17.45,6.32,10.0,13.82,8.29,3.3,1.5,1.8,273.61,24.87
TXN-2023-004516,CUST-149,Frozen,Medium,False,14,3,21.82,372.79,19.5,5.0,9.1,13.09,5.04,10.0,7.46,7.46,2.59,1.0,1.2,95.07,6.79
TXN-2023-004517,CUST-149,Frozen,High,False,4,2,6.23,113.07,13.0,5.0,2.6,4.99,3.09,10.0,2.26,2.26,1.43,1.0,1.8,80.34,20.08
TXN-2023-004518,CUST-149,Frozen,Low,False,12,2,18.7,312.45,13.0,5.0,7.8,7.48,3.87,10.0,6.25,6.25,1.86,1.0,1.0,61.51,5.13
TXN-2023-004519,CUST-149,Fresh,Low,False,15,2,39.67,394.62,15.0,5.0,9.75,11.9,4.46,10.0,19.73,11.84,2.31,1.5,1.0,134.98,9.0
TXN-2023-004520,CUST-149,Frozen,Medium,False,4,2,6.23,106.82,13.0,5.0,2.6,3.74,3.09,10.0,2.14,2.14,1.37,1.0,1.3,56.0,14.0
TXN-2023-004521,CUST-149,Fresh,Low,False,19,5,50.25,480.01,37.5,5.0,12.35,15.07,8.23,10.0,24.0,14.4,3.91,1.5,1.0,195.69,10.3
TXN-2023-004522,CUST-149,Fresh,Low,False,23,3,60.82,588.18,22.5,5.0,14.95,18.25,6.37,10.0,29.41,17.65,3.35,1.5,1.0,191.21,8.31
TXN-2023-004523,CUST-149,Frozen,Low,False,10,4,15.58,264.54,26.0,5.0,6.5,6.23,5.62,10.0,5.29,5.29,2.47,1.0,1.0,72.41,7.24
TXN-2023-004524,CUST-149,Fresh,Medium,False,9,4,23.8,227.18,30.0,5.0,5.85,10.71,6.13,10.0,11.36,6.82,2.88,1.5,1.3,173.06,19.23
